Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Rassweiler, A; Okamoto, DK; Reed, DC; Kushner, DJ; Schroeder, DM; Lafferty, KD",,,,"Rassweiler, Andrew; Okamoto, Daniel K.; Reed, Daniel C.; Kushner, David J.; Schroeder, Donna M.; Lafferty, Kevin D.",,,Improving the ability of a BACI design to detect impacts within a kelp-forest community,ECOLOGICAL APPLICATIONS,,,,,,,,,,,,"Distinguishing between human impacts and natural variation in abundance remains difficult because most species exhibit complex patterns of variation in space and time. When ecological monitoring data are available, a before-after-control-impact (BACI) analysis can control natural spatial and temporal variation to better identify an impact and estimate its magnitude. However, populations with limited distributions and confounding spatial-temporal dynamics can violate core assumptions of BACI-type designs. In this study, we assessed how such properties affect the potential to identify impacts. Specifically, we quantified the conditions under which BACI analyses correctly (or incorrectly) identified simulated anthropogenic impacts in a spatially and temporally replicated data set of fish, macroalgal, and invertebrate species found on nearshore subtidal reefs in southern California, USA. We found BACI failed to assess very localized impacts, and had low power but high precision when assessing region-wide impacts. Power was highest for severe impacts of moderate spatial scale, and impacts were most easily detected in species with stable, widely distributed populations. Serial autocorrelation in the data greatly inflated false impact detection rates, and could be partly controlled for statistically, while spatial synchrony in dynamics had no consistent effect on power or false detection rates. Unfortunately, species that offer high power to detect real impacts were also more likely to detect impacts where none had occurred. However, considering power and false detection rates together can identify promising indicator species, and collectively analyzing data for similar species improved the net ability to assess impacts. These insights set expectations for the sizes and severities of impacts that BACI analyses can detect in real systems, point to the importance of serial autocorrelation (but not of spatial synchrony), and indicate how to choose the species, and groups of species, that can best identify impacts.",,,,,"Okamoto, Daniel/AFS-1308-2022; Lafferty, Kevin/B-3888-2009","Rassweiler, Andrew/0000-0002-8760-3888",,,,,,,,,,,,,1051-0761,1939-5582,,,,JUN,2021,31,4,,,,,,,,10.1002/eap.2304,http://dx.doi.org/10.1002/eap.2304,,MAR 2021,,,,,,33587791,,,,,WOS:000629624900001,View Full Record in Web of Science
J,"Namba, T; Hashimoto, C",,,,"Namba, T; Hashimoto, C",,,Dispersal-mediated coexistence of competing predators,THEORETICAL POPULATION BIOLOGY,,,,,,,,,,,,"Models of metapopulations have often ignored local community dynamics and spatial heterogeneity among patches. However, persistence of a community as a whole depends both on the local interactions and the rates of dispersal between patches. We study a mathematical model of a metacommunity with two consumers exploiting a resource in a habitat of two different patches. They are the exploitative competitors or the competing predators indirectly competing through depletion of the shared resource. We show that they can potentially coexist, even if one species is sufficiently inferior to be driven extinct in both patches in isolation, when these patches are connected through diffusive dispersal. Thus, dispersal can mediate coexistence of competitors, even if both patches are local sinks for one species because of the interactions with the other species. The spatial asynchrony and the competition-colonization trade-off are usual mechanisms to facilitate regional coexistence. However, in our case, two consumers call coexist either in synchronous oscillation between patches or in equilibrium. The higher dispersal rate of the superior prompts rather than suppresses the inferior. Since differences in the carrying capacity between two patches generate flows from the more productive patch to the less productive, loss of the superior by emigration relaxes competition in the former, and depletion of the resource by subsidized consumers decouples the local community in the latter. (C) 2004 Elsevier Inc. All rights reserved.",,,,,"Namba, Toshiyuki/D-3812-2011",,,,,,,,,,,,,,0040-5809,1096-0325,,,,AUG,2004,66,1,,,,,53,70,,10.1016/j.tpb.2004.03.003,http://dx.doi.org/10.1016/j.tpb.2004.03.003,,,,,,,,15225575,,,,,WOS:000222714100005,View Full Record in Web of Science
J,"Wu, H; Hou, ZH; Xin, HW",,,,"Wu, Hao; Hou, Zhonghuai; Xin, Houwen",,,Delay-enhanced spatiotemporal order in coupled neuronal systems,CHAOS,,,,,,,,,,,,"In a network of noisy neuron oscillators with time-delayed coupling, we uncover a phenomenon of delay-enhanced spatiotemporal order. We find that time delay in the coupling can dramatically enhance the temporal coherence and spatial synchrony of the noise-induced spike trains. In addition, if the delay time is tuned to nearly match the intrinsic spiking period of the neuronal network, both the coherence and the synchrony reach maximum levels, demonstrating an interesting type of resonance phenomenon with delay. Such findings are shown to be robust to the change of the noise intensity and the rewiring probability of small-world network. (C) 2010 American Institute of Physics. [doi:10.1063/1.3528938]",,,,,"Hou, Zhonghuai/D-5359-2009",,,,,,,,,,,,,,1054-1500,1089-7682,,,,DEC,2010,20,4,,,,,,,43140,10.1063/1.3528938,http://dx.doi.org/10.1063/1.3528938,,,,,,,,21198110,,,,,WOS:000285768500049,View Full Record in Web of Science
J,"Bino, G; Brandis, K; Kingsford, RT; Porter, J",,,,"Bino, Gilad; Brandis, Kate; Kingsford, Richard T.; Porter, John",,,Waterbird synchrony across Australia's highly variable dryland rivers - Risks and opportunities for conservation,BIOLOGICAL CONSERVATION,,,,,,,,,,,,"Understanding the mechanisms which drive large scale population dynamics of highly mobile organisms, such as birds, is as challenging as it is important. For waterbirds depending on Australia's dryland rivers, little is known about the spatiotemporal dynamics and degree of population synchrony, despite its importance for conservation theory and practice. We examined spatial synchrony in 50 waterbird species using aerial survey data over the past three decades (1983-2016), across two of Australia's largest river basins, representing almost a third of the continent using state-space models. There was broad synchrony in the responses of Australian waterbird numbers in wetlands, varying among functional response groups, reflecting the spatiotemporal mosaic of flooded wetlands across multiple scales. Ducks, the most abundant functional response group, and herbivorous waterbirds displayed strong spatiotemporal synchrony within and between the Lake Eyre Basin and Murray-Darling Basin, while synchrony of piscivores was patchier. In contrast, large waders and particularly shorebirds had poor synchronicity. While rainfall among catchments within river basins was highly correlated, streamflow was correspondingly weakly correlated in the Murray-Darling Basin primarily because river regulation had separated rainfall from flow and inundation, potentially compromising waterbird response triggers. There are clear conservation implications for wetlands and their waterbird populations, principally the protection of natural flow regimes in the Lake Eyre Basin and where needed, restoration of environmental flows in the Murray-Darling Basin. Also, management of waterbirds needs to often extend beyond the boundaries of basins.",,,,,"Porter, John/C-4073-2008; Brandis, Kate/P-4071-2019; Bino, Gilad/KIQ-5237-2024","Brandis, Kate/0000-0001-6807-0142; Bino, Gilad/0000-0002-9265-4057; Porter, John/0000-0003-1444-9215; Kingsford, Richard/0000-0001-6565-4134",,,,,,,,,,,,,0006-3207,1873-2917,,,,MAR,2020,243,,,,,,,,108497,10.1016/j.biocon.2020.108497,http://dx.doi.org/10.1016/j.biocon.2020.108497,,,,,,,,,,,,,WOS:000526787100037,View Full Record in Web of Science
J,"Bittner, TD; Hajek, AE; Liebhold, AM; Thistle, H",,,,"Bittner, Tonya D.; Hajek, Ann E.; Liebhold, Andrew M.; Thistle, Harold",,,Modification of a Pollen Trap Design To Capture Airborne Conidia of Entomophaga maimaiga and Detection of Conidia by Quantitative PCR,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,,,,,,,,,,,,"The goal of this study was to develop effective and practical field sampling methods for quantification of aerial deposition of airborne conidia of Entomophaga maimaiga over space and time. This important fungal pathogen is a major cause of larval death in invasive gypsy moth (Lymantria dispar) populations in the United States. Airborne conidia of this pathogen are relatively large (similar in size to pollen), with unusual characteristics, and require specialized methods for collection and quantification. Initially, dry sampling (settling of spores from the air onto a dry surface) was used to confirm the detectability of E. maimaiga at field sites with L. dispar deaths caused by E. maimaiga, using quantitative PCR (qPCR) methods. We then measured the signal degradation of conidial DNA on dry surfaces under field conditions, ultimately rejecting dry sampling as a reliable method due to rapid DNA degradation. We modified a chamber-style trap commonly used in palynology to capture settling spores in buffer. We tested this wet-trapping method in a large-scale (137-km) spore-trapping survey across gypsy moth outbreak regions in Pennsylvania undergoing epizootics, in the summer of 2016. Using 4-day collection periods during the period of late instar and pupal development, we detected variable amounts of target DNA settling from the air. The amounts declined over the season and with distance from the nearest defoliated area, indicating airborne spore dispersal from outbreak areas. IMPORTANCE We report on a method for trapping and quantifying airborne spores of Entomophaga maimaiga, an important fungal pathogen affecting gypsy moth (Lymantria dispar) populations. This method can be used to track dispersal of E. maimaiga from epizootic areas and ultimately to provide critical understanding of the spatial dynamics of gypsy moth-pathogen interactions.",,,,,"Bittner, Tonya/KWT-6927-2024; Liebhold, Andrew/C-1423-2008",,,,,,,,,,,,,,0099-2240,1098-5336,,,,SEP,2017,83,17,,,,,,,e00724,10.1128/AEM.00724-17,http://dx.doi.org/10.1128/AEM.00724-17,,,,,,,,28625988,,,,,WOS:000408259000004,View Full Record in Web of Science
J,"Le Moullec, M; Sandal, L; Grotan, V; Buchwal, A; Hansen, BB",,,,"Le Moullec, Mathilde; Sandal, Lisa; Grotan, Vidar; Buchwal, Agata; Hansen, Brage Bremset",,,Climate synchronises shrub growth across a high-arctic archipelago: contrasting implications of summer and winter warming,OIKOS,,,,,,,,,,,,"Climate change is most pronounced at high latitudes, where plant and animal populations are often strongly influenced by environmental fluctuations related to climate and weather. Environmental conditions can co-fluctuate over large distances and thereby synchronise primary production in space. However, large-scale studies of such spatiotemporal patterns remain rare in the Arctic, where short time-series and poor spatial replication have characterised the data available on both biotic and abiotic parameters. Here, we use dendrochronological tools to measure ring growth of a dominant dwarf shrub, the polar willowSalix polaris, previously found to reliably trace community-level vascular plant biomass production. We investigated climate drivers of vegetation growth and their role in the synchronisation of primary production across the rapidly warming archipelago of Svalbard (n = 8 sites, composed of 17 sub-sites, 0.06-293 km apart). We found contrasting effects of summer versus winter weather on ring growth and its spatial synchrony. Although an overall positive effect of summer temperature caused spatially synchronous growth, negative impacts of winter rain-on-snow events occurred only locally, potentially counteracting such synchrony. However, the anticipated increase in both summer temperature and spatial extent of rain-on-snow events, causing basal ice encapsulation of the vegetation, could change the relative importance of seasons for spatiotemporal dynamics of shrub growth. Because these shrub ring growth chronologies reflect annual fluctuations in total vascular plant biomass, fuelling the bottom-up controlled food-web, these results have large implications for our understanding of how climate change shapes tundra ecosystem productivity in time and space.",,,,,"Buchwal, Agata/F-5516-2013; Grotan, Vidar/A-4056-2008; Hansen, Brage Bremset/B-9942-2008","Buchwal, Agata/0000-0001-6879-6656; Grotan, Vidar/0000-0003-1222-0724; Hansen, Brage Bremset/0000-0001-8763-4361; Le Moullec, Mathilde/0000-0002-3290-7091",,,,,,,,,,,,,0030-1299,1600-0706,,,,JUL,2020,129,7,,,,,1012,1027,,10.1111/oik.07059,http://dx.doi.org/10.1111/oik.07059,,,,,,,,,,,,,WOS:000544487100006,View Full Record in Web of Science
J,"Engen, S; Lee, AM; Saether, BE",,,,"Engen, Steinar; Lee, Aline Magdalena; Saether, Bernt-Erik",,,Spatial distribution and optimal harvesting of an age-structured population in a fluctuating environment,MATHEMATICAL BIOSCIENCES,,,,,,,,,,,,"We analyze a spatial age-structured model with density regulation, age specific dispersal, stochasticity in vital rates and proportional harvesting. We include two age classes, juveniles and adults, where juveniles are subject to logistic density dependence. There are environmental stochastic effects with arbitrary spatial scales on all birth and death rates, and individuals of both age classes are subject to density independent dispersal with given rates and specified distributions of dispersal distances. We show how to simulate the joint density fields of the age classes and derive results for the spatial scales of all spatial autocovariance functions for densities. A general result is that the squared scale has an additive term equal to the squared scale of the environmental noise, corresponding to the Moran effect, as well as additive terms proportional to the dispersal rate and variance of dispersal distance for the age classes and approximately inversely proportional to the strength of density regulation. We show that the optimal harvesting strategy in the deterministic case is to harvest only juveniles when their relative value (e.g. financial) is large, and otherwise only adults. With increasing environmental stochasticity there is an interval of increasing length of values of juveniles relative to adults where both age classes should be harvested. Harvesting generally tends to increase all spatial scales of the autocovariances of densities.",,,,,"Lee, Aline/AAL-9984-2021","Lee, Aline/0000-0001-9272-4249",,,,,,,,,,,,,0025-5564,1879-3134,,,,FEB,2018,296,,,,,,36,44,,10.1016/j.mbs.2017.12.003,http://dx.doi.org/10.1016/j.mbs.2017.12.003,,,,,,,,29241761,,,,,WOS:000425071700004,View Full Record in Web of Science
S,"Hui, C; Landi, P; Minoarivelo, HO; Ramanantoanina, A","Hui, C; Landi, P; Minoarivelo, HO; Ramanantoanina, A",,,"Hui, Cang; Landi, Pietro; Minoarivelo, Henintsoa Onivola; Ramanantoanina, Andriamihaja","Hui, C; Landi, P; Minoarivelo, HO; Ramanantoanina, A",,Spread,ECOLOGICAL AND EVOLUTIONARY MODELLING,SpringerBriefs in Ecology,,,,,,,,,,,"Organisms move or disperse their progenies across space, either via their own motions or by currents and vectors. Spreading models differ on the level of tractability and realism. At the individual level, models of random walks have been developed to capture animal movement in heterogeneous landscapes. At the metapopulation level and regional scale, metapopulation models and demographic models have been developed to explore colonisation dynamics and spatial synchrony. When dispersal kernels are explicit, reaction-diffusion models and integrodifference equations, as well as agent-based models, can be applied for modelling the spread. The development of species distribution models, a set of sophisticated statistical tools, further allows us to trace the potential distribution of species in past and future environmental conditions.",,,,,"Ramanantoanina, Andriamihaja/HHR-9881-2022; Hui, Cang/A-1781-2008","Minoarivelo, Henintsoa Onivola/0000-0002-0046-7597; Hui, Cang/0000-0002-3660-8160; Ramanantoanina, Andriamihaja/0000-0002-6909-3554",,,,,,,,,,,,,2192-4759,,978-3-319-92150-1; 978-3-319-92149-5,,,,2018,,,,,,,25,40,,10.1007/978-3-319-92150-1_2,http://dx.doi.org/10.1007/978-3-319-92150-1_2,10.1007/978-3-319-92150-1,,,,,,,,,,,,WOS:000444500900003,View Full Record in Web of Science
C,"Shafi, SY; Arcak, M; Jovanovic, MR",,,IEEE,"Shafi, S. Yusef; Arcak, Murat; Jovanovic, Mihailo R.",,,Synchronization of limit cycle oscillations in diffusively-coupled systems,2013 AMERICAN CONTROL CONFERENCE (ACC),Proceedings of the American Control Conference,,,,American Control Conference (ACC),"JUN 17-19, 2013","Washington, DC","Boeing,Eaton,Halliburton,Honeywell,MathWorks,Mitsubishi Elect Res Labs,Natl Instruments,United Technologies Res Ctr,Xerox,dSpace,Journal Franklin Inst,GE Global Res,Quanser,SIAM,Springer,Taylor & Francis Grp CRC Press,Wiley",,,,"We present analytical and numerical conditions to verify whether limit cycle oscillations synchronize in diffusively coupled systems. We consider both compartmental ODE models, where each compartment represents a spatial domain of components interconnected through diffusion terms with like components in different compartments, and reaction-diffusion PDEs with Neumann boundary conditions. In both the discrete and continuous spatial domains, we assume the uncoupled dynamics are determined by a nonlinear system which admits an asymptotically stable limit cycle. The main contribution of the paper is a method to certify when the stable oscillatory trajectories of a diffusively coupled system are robust to diffusion, and to highlight cases where diffusion in fact leads to loss of spatial synchrony. We illustrate our results with a relaxation oscillator example.",,,,,,"Jovanovic, Mihailo/0000-0002-4181-2924",,,,,,,,,,,,,0743-1619,,978-1-4799-0178-4,,,,2013,,,,,,,4867,4872,,,,,,,,,,,,,,,,WOS:000327210205011,View Full Record in Web of Science
J,"Kaitala, V; Ranta, E",,,,"Kaitala, V; Ranta, E",,,Travelling wave dynamics and self-organization in a spatio-temporally structured population,ECOLOGY LETTERS,,,,,,,,,,,,"We analyse spatial population dynamics showing that periodic or period-like chaotic dynamics produce self-organization structures, such as travelling waves. We suggest that self-organized patterns are associated with spatial synchrony patterns that often depend on geographical distance between subpopulations. The population dynamics also show statistical spatial autocorrelation patterns. We contrast our theoretical simulations with empirical data on annual damages in young sapling stands caused by voles. We conclude, an the basis of the periodicity, synchrony, and spatial autocorrelation patterns, and our simulation results, that vole dynamics represent travelling waves in population dynamics. We suggest that because such synchrony patterns are frequently observed in natural populations, spatial self-organization may be more common in population dynamics than reported in the literature.",,,,,,,,,,,,,,,,,,,1461-023X,1461-0248,,,,NOV,1998,1,3,,,,,186,192,,,,,,,,,,,,,,,,WOS:000078303200010,View Full Record in Web of Science
J,"Holyoak, M",,,,"Holyoak, M",,,Effects of nutrient enrichment on predator-prey metapopulation dynamics,JOURNAL OF ANIMAL ECOLOGY,,,,,,,,,,,,"1. In certain predator-prey models, enrichment of nutrients produces large amplitude population oscillations that can cause extinctions; this effect has been termed the 'paradox of enrichment'. Metapopulation models also show that despite enrichment reducing the stability of equilibria in local populations, spatially subdivided populations may show bounded fluctuations because of asynchronous local density fluctuations. 2. Effects of enrichment and subdivided habitat structure were tested using two protozoans, predatory Didinium nasutum Muller and its bacterivorous prey, Colpidium striatum Stokes. A replicated experiment compared predator-prey dynamics in low, medium and high nutrient microcosms. Microcosms consisted of subdivided arrays of nine interconnected 30 mL bottles, undivided bottles of the same total volume (270 mt) and isolated 30 mt bottles. 3. Consistent with the paradox of enrichment, isolated populations produced greater mean predator densities at high nutrient concentrations than low or medium concentrations. The proportion of replicates in which predators drove prey extinct was also greater with high than with low or medium nutrient concentrations. 4. Enrichment increased prey density in all microcosm types. This is consistent with published predator-prey models where dynamics are mathematically unstable. 5. Predators and prey persisted longer in all subdivided microcosms than in undivided bottles. However, there were some unexpected changes in spatial dynamics with enrichment. For prey, direct or indirect effects of enrichment raised numbers dispersing, spatial synchrony of density fluctuations and variability in the number of patches occupied. 6. For predators in arrays, enrichment reduced the starvation rate, total numbers dispersing, and spatial synchrony. Time until recolonization of individual patches by predators was also longer in enriched microcosms, suggesting a possible decrease in the likelihood of regional persistence. A published simulation model produced qualitatively similar changes in dynamics with changes in prey and predator dispersal rate. 7. This study shows that spatial dynamics can potentially explain persistence of subdivided populations for long periods despite nutrient enrichment. However, the complex influence of enrichment on spatial dynamics illustrates the need to study more natural populations.",,,,,"Holyoak, Marcel/C-3475-2009","Holyoak, Marcel/0000-0001-9727-3627",,,,,,,,,,,,,0021-8790,,,,,NOV,2000,69,6,,,,,985,997,,10.1046/j.1365-2656.2000.00453.x,http://dx.doi.org/10.1046/j.1365-2656.2000.00453.x,,,,,,,,,,,,,WOS:000166798000007,View Full Record in Web of Science
J,"Sæther, BE; Engen, S; Grotan, V; Fiedler, W; Matthysen, E; Visser, ME; Wright, J; Moller, AP; Adriaensen, F; Van Balen, H; Balmer, D; Mainwaring, MC; McCleery, RH; Pampus, M; Winkel, W",,,,"Saether, Bernt-Erik; Engen, Steinar; Grotan, Vidar; Fiedler, Wolfgang; Matthysen, Erik; Visser, Marcel E.; Wright, Jonathan; Moller, Anders Pape; Adriaensen, Frank; Van Balen, Hans; Balmer, Dawn; Mainwaring, Mark C.; McCleery, Robin H.; Pampus, Miriam; Winkel, Wolfgang",,,The extended Moran effect and large-scale synchronous fluctuations in the size of great tit and blue tit populations,JOURNAL OF ANIMAL ECOLOGY,,,,,,,,,,,,"1. Synchronous fluctuations of geographically separated populations are in general explained by the Moran effect, i.e. a common influence on the local population dynamics of environmental variables that are correlated in space. Empirical support for such a Moran effect has been difficult to provide, mainly due to problems separating out effects of local population dynamics, demographic stochasticity and dispersal that also influence the spatial scaling of population processes. Here we generalize the Moran effect by decomposing the spatial autocorrelation function for fluctuations in the size of great tit Parus major and blue tit Cyanistes caeruleus populations into components due to spatial correlations in the environmental noise, local differences in the strength of density regulation and the effects of demographic stochasticity. 2. Differences between localities in the strength of density dependence and nonlinearity in the density regulation had a small effect on population synchrony, whereas demographic stochasticity reduced the effects of the spatial correlation in environmental noise on the spatial correlations in population size by 21.7% and 23.3% in the great tit and blue tit, respectively. 3. Different environmental variables, such as beech mast and climate, induce a common environmental forcing on the dynamics of central European great and blue tit populations. This generates synchronous fluctuations in the size of populations located several hundred kilometres apart. 4. Although these environmental variables were autocorrelated over large areas, their contribution to the spatial synchrony in the population fluctuations differed, dependent on the spatial scaling of their effects on the local population dynamics. We also demonstrate that this effect can lead to the paradoxical result that a common environmental variable can induce spatial desynchronization of the population fluctuations. 5. This demonstrates that a proper understanding of the ecological consequences of environmental changes, especially those that occur simultaneously over large areas, will require information about the spatial scaling of their effects on local population dynamics.",,,,,"Fiedler, Wolfgang/AAG-4510-2021; Moller, Anders/O-6665-2016; Grotan, Vidar/A-4056-2008; Visser, Marcel E./A-9151-2009","van Pampus, Maria/0000-0002-3020-8908; Grotan, Vidar/0000-0003-1222-0724; Fiedler, Wolfgang/0000-0003-1082-4161; Visser, Marcel E./0000-0002-1456-1939",,,,,,,,,,,,,0021-8790,1365-2656,,,,MAR,2007,76,2,,,,,315,325,,10.1111/j.1365-2656.2006.01195.x,http://dx.doi.org/10.1111/j.1365-2656.2006.01195.x,,,,,,,,17302839,,,,,WOS:000244113100012,View Full Record in Web of Science
S,"Hoye, TT; Forchhammer, MC",,"Meltofte, H; Christensen, TR; Elberling, B; Forchhammer, MC; Rasch, M",,"Hoye, Toke T.; Forchhammer, Mads C.",,,"Phenology of high-arctic arthropods: Effects of climate on spatial, seasonal, and inter-annual variation","ADVANCES IN ECOLOGICAL RESEARCH, VOL 40: HIGH-ARCTIC ECOSYSTEM DYNAMICS IN A CHANGING CLIMATE",Advances in Ecological Research,,,,,,,,,,,"The short summers of the High Arctic pose a strong time constraint on the annual cycle of all organisms in this region. Although arctic arthropods can complete their development at very low temperatures, the predicted climatic changes may shift their phenology outside its normal range. Hence, arctic arthropods may become exposed to conditions to which they are not adapted. On the basis of long-term data from several plots of pitfall and window traps at Zackenberg in high-arctic Northeast Greenland, we document that the timing of emergence is closely related to date of snowmelt in nine taxa of common surface-active and flying arthropods. Average air temperature seemed to play a lesser role, although the duration from snowmelt to the date when 50% of the individuals in the season were caught (date50) was negatively related to the average daily air temperature during the same time interval in three of the nine taxa. Since short-term weather fluctuations appeared to have a small effect on capture numbers in pitfall and window traps, we suggest that timing of snowmelt is a good predictor of the phenology of most arthropods in high-arctic Greenland. The spatial synchrony of capture numbers between individual traps within plots was high. However, among pairs of plots, the spatial synchrony varied between taxa and habitats and declined with distance, between plots for surface-dwelling taxa and with difference in timing of snowmelt for the most abundant families of Diptera (Muscidae and Chironomidae). Detritus feeders (collembolans, mites and most larvae of Diptera) and predators (spiders of the families Linyphiidae and Lycosidae) were abundant throughout the summer season. In contrast, the abundance of more specialized groups, like butterflies (e.g., Nymphalidae) and parasitoid wasps (e.g., Ichneumonidae), was restricted to a narrow seasonal time window in the warmest part of the summer. Because of their narrow phenological range and their host specialization, these taxa may be most vulnerable to trophic mismatch. Furthemore, snowmelt is predicted to become more variable, and this may affect organisms in areas of late snowmelt most severely.",,,,,"Forchhammer, Mads/I-7474-2013; Hoye, Toke T./A-7701-2008","Hoye, Toke T./0000-0001-5387-3284",,,,,,,,,,,,,0065-2504,,978-0-12-373665-9,,,,2008,40,,,,,,299,324,,10.1016/S0065-2504(07)00013-X,http://dx.doi.org/10.1016/S0065-2504(07)00013-X,,,,,,,,,,,,,WOS:000256528000013,View Full Record in Web of Science
J,"Hart, SJ; Veblen, TT; Schneider, D; Molotch, NP",,,,"Hart, Sarah J.; Veblen, Thomas T.; Schneider, Dominik; Molotch, Noah P.",,,Summer and winter drought drive the initiation and spread of spruce beetle outbreak,ECOLOGY,,,,,,,,,,,,"This study used Landsat-based detection of spruce beetle (Dendroctonus rufipennis) outbreak over the years 2000-2014 across the Southern Rocky Mountain Ecoregion to examine the spatiotemporal patterns of outbreak and assess the influence of temperature, drought, forest characteristics, and previous spruce beetle activity on outbreak development. During the 1999-2013 period, time series of spruce beetle activity were highly spatially correlated (r > 0.5) at distances <5 km, but remained weakly correlated (r = 0.08) at distances >400 km. Furthermore, cluster analysis on time series of outbreak activity revealed the outbreak developed at multiple incipient locations and spread to unaffected forest, highlighting the importance of both local-scale dispersal and regional-scale drivers in synchronizing spruce beetle outbreak. Spatial overlay analysis and Random Forest modeling of outbreak development show that outbreaks initiate in areas characterized by summer, winter, and multi-year drought and that outbreak spread is strongly linked to the proximity and extent of nearby outbreak, but remains associated with drought. Notably, we find that spruce beetle outbreak is associated with low peak snow water equivalent, not just summer drought. As such, future alterations to both winter and summer precipitation regimes are likely to drive important changes in subalpine forests.",,,,,"Veblen, Thomas/U-6461-2018; Molotch, Noah/C-8576-2009; Schneider, Dominik/O-7396-2016","MOLOTCH, NOAH/0000-0003-4733-8060; Hart, Sarah/0000-0001-8371-8568; Schneider, Dominik/0000-0002-5846-5033",,,,,,,,,,,,,0012-9658,1939-9170,,,,OCT,2017,98,10,,,,,2698,2707,,10.1002/ecy.1963,http://dx.doi.org/10.1002/ecy.1963,,,,,,,,28752623,,,,,WOS:000412121600019,View Full Record in Web of Science
J,"Jepsen, JU; Vindstad, OPL; Ims, RA",,,,"Jepsen, Jane U.; Vindstad, Ole Petter L.; Ims, Rolf A.",,,Spatiotemporal dynamics of forest geometrid outbreaks,CURRENT OPINION IN INSECT SCIENCE,,,,,,,,,,,,"We highlight recent developments and avenues for advancement, which can improve insight into the causes of changes in the spatiotemporal dynamics of forest Geometridea moth species (hereafter 'geometrids'). Some forest geometrids possess fundamental biological traits, which make them particularly liable to outbreak range expansions and host shifts mitigated by climate change. Indeed, recently observed changes in geometrid spatiotemporal dynamics represent both new research opportunities and challenges for empirically testing drivers of intra-and interspecific spatial synchrony, including the role of trophic interactions and biological traits (e.g. dispersal ability). We advocate that the emerging field of near-term ecological forecasting holds promise for studies of the spatiotemporal dynamics of forest geometrids and could be tailored to give both accurate predictions at management -relevant timescales and new insights into the mechanisms that underlie spatiotemporal population dynamics.",,,,,"Vindstad, Ole/P-5821-2019","Vindstad, Ole Petter/0000-0003-2483-2568",,,,,,,,,,,,,2214-5745,2214-5753,,,,FEB,2023,55,,,,,,,,100990,10.1016/j.cois.2022.100990,http://dx.doi.org/10.1016/j.cois.2022.100990,,DEC 2022,,,,,,36436809,,,,,WOS:000906185800001,View Full Record in Web of Science
J,"Dormont, L; Baltensweiler, W; Choquet, R; Roques, A",,,,"Dormont, Laurent; Baltensweiler, Werner; Choquet, Remi; Roques, Alain",,,Larch- and pine-feeding host races of the larch bud moth (Zeiraphera diniana) have cyclic and synchronous population fluctuations,OIKOS,,,,,,,,,,,,"Population cycles of many forest-defoliating insects often show synchronous fluctuations at both intra-specific (spatial synchrony) and inter-specific levels. However, population dynamics of different host-associated biotypes of the same species, such as those of the larch budmoth (LBM), Zeiraphera diniana (Lepidoptera: Tortricidae), have never been compared. This species causes extensive defoliation of larch forests every 8 to 9 years in the Alps, but it consists of two genetically-differentiated host races, the first one developing on European larch, Larix decidua, and the other one developing on Swiss stone pine, Pinus cembra. The dynamics of Zeiraphera populations have been extensively studied on larch, whereas little is known about larval density and possible population fluctuations on sympatric pines. A larval census on Swiss stone pine was conducted in the Swiss Alps intermittently between 1958 to 2004 and in the French Alps from 1992 to 2004. Population density of Zeiraphera on pine varied up to 5000-fold and showed periodic oscillations, with five peaks in Switzerland and one in France. Because the feeding activity of the pine race is restricted to the elongating shoot of the current year, no conspicuous defoliation of pine trees was noted during years of high larval densities. Zeiraphera populations on pine oscillated in significant synchrony with larch-associated populations, and peak densities were observed either the same year or shifted by +/- one year. Our results did not allow any explanation for cyclic fluctuations of LBM on pine, but the synchrony with the larch race's cycle suggests that studies on genetics as well as on parasitism should be intensified.",,,,,"Choquet, Remi/F-6462-2011",,,,,,,,,,,,,,0030-1299,1600-0706,,,,NOV,2006,115,2,,,,,299,307,,10.1111/j.2006.0030-1299.15010.x,http://dx.doi.org/10.1111/j.2006.0030-1299.15010.x,,,,,,,,,,,,,WOS:000241198800010,View Full Record in Web of Science
